gene	chr	pos	basemean	log2fc	pvalue	padj
Gene_0399	chr19	44274922	4.2	-0.0414	2.314930e-02	6.802562e-01
Gene_1810	chr10	71131475	65.3	0.1219	4.231826e-01	1.000000e+00
Gene_2424	chr10	15189687	110.4	0.474	5.123015e-02	9.781656e-02
Gene_6482	chr13	3930175	121.7	0.1405	3.245594e-04	1.290371e-03
Gene_7117	chr11	15468702	224.9	-0.1508	4.352181e-02	6.062911e-02
Gene_2614	chr9	42739592	784.5	-0.0088	4.026579e-01	1.000000e+00
Gene_5453	chr17	44989654	29.8	0.3181	6.780601e-02	1.000000e+00
Gene_5157	chr10	132888208	1574.6	0.1236	2.934964e-03	1.000000e+00
Gene_3541	chr7	27566659	3628.9	-0.0331	6.340657e-02	1.816142e-02
Gene_3711	chr10	97081659	43.4	0.4856	7.219489e-03	1.000000e+00
Gene_5950	chr3	146062139	6.4	0.342	1.994788e-01	1.000000e+00
Gene_6406	chr3	169243435	556.8	0.1659	1.369878e-03	1.678504e-03
Gene_6037	chr8	136029875	61.9	0.039	2.452452e-03	1.000000e+00
Gene_5393	chr4	28726074	161.4	-0.4104	1.008623e-01	1.445690e-01
Gene_6154	chr12	71028533	103.0	-0.1525	2.351635e-02	9.353925e-01
Gene_7675	chr14	49997887	60.9	2.732	1.907652e-04	1.000000e+00
Gene_0140	chr8	134960205	384.0	-0.1984	3.077741e-01	2.547807e-01
Gene_1988	chrX	15635119	328.6	0.1216	3.676487e-06	3.720487e-02
Gene_4664	chrY	18307905	2746.5	0.1065	1.274300e-03	1.000000e+00
Gene_3774	chrY	48424165	60.9	0.3769	2.892809e-01	1.000000e+00
Gene_3331	chr15	86016320	494.1	0.1252	3.925807e-03	1.000000e+00
Gene_4134	chrX	66188167	34.4	-0.6229	1.517208e-01	1.000000e+00
Gene_7014	chr4	117814068	2480.2	-0.2833	4.566079e-02	1.000000e+00
Gene_1966	chr13	91625718	16.3	-0.0949	1.938118e-01	6.457003e-01
Gene_2677	chr13	77515738	165.8	0.3278	1.757193e-01	2.184416e-01
Gene_1081	chr4	119396112	187.1	0.4255	5.982765e-02	7.257829e-01
Gene_1361	chr16	15458875	82.2	0.2768	2.279858e-01	1.000000e+00
Gene_6404	chr6	93177686	49.7	-0.117	1.308409e-01	3.215881e-01
Gene_1131	chr7	54637106	252.7	-0.16	1.530245e-01	2.256359e-01
Gene_7462	chr5	30008182	21.2	-0.0679	1.223263e-01	9.800715e-01
Gene_0360	chr6	107091096	19.7	0.3536	4.987809e-02	3.166880e-02
Gene_3348	chr6	71703506	142.3	-0.1733	1.299793e-05	2.891002e-03
Gene_5109	chr16	55953197	1609.1	0.0344	1.901650e-02	1.000000e+00
Gene_2281	chr13	85711079	450.0	-0.4102	3.041241e-01	1.000000e+00
Gene_5833	chr19	9528596	23080.5	-0.0651	2.891055e-02	1.000000e+00
Gene_4697	chr3	116711586	8.9	0.166	1.569339e-01	2.205589e-01
Gene_3180	chr14	7936155	223.0	0.0489	1.817359e-01	9.794340e-01
Gene_2250	chr16	25573434	1104.1	0.245	2.774794e-04	5.643154e-02
Gene_1027	chr10	62090982	128.2	0.1442	2.375831e-02	6.751423e-01
Gene_6538	chr17	63608859	1213.0	-0.7235	1.058229e-01	1.000000e+00
Gene_6257	chr8	13900307	1633.9	0.2231	3.140241e-02	1.000000e+00
Gene_1306	chr18	37002629	447.1	-0.0064	5.918537e-03	3.413109e-01
Gene_2915	chr12	117450420	1557.2	-0.5883	8.236951e-02	1.000000e+00
Gene_5506	chr8	123715041	35.2	-0.2666	2.749213e-02	1.000000e+00
Gene_6024	chr1	889516	896.9	-0.0166	2.928892e-02	1.715786e-01
Gene_4667	chr21	41423086	48.9	-0.0839	1.831329e-02	1.000000e+00
Gene_2760	chr12	89727513	106.7	0.3566	1.282057e-01	6.147395e-01
Gene_6381	chr7	152132430	373.4	0.2336	1.015936e-01	1.000000e+00
Gene_1094	chr18	53241068	114.1	-0.0089	6.929094e-04	4.773048e-01
Gene_4410	chr18	50944053	317.1	-0.2129	8.040792e-02	4.319205e-02
Gene_7063	chr22	33001784	1731.8	-0.307	8.626603e-06	8.054537e-01
Gene_2026	chr11	22643091	149.5	0.0518	1.253201e-01	2.067302e-01
Gene_5664	chr7	25832320	1318.2	-0.1243	6.255169e-03	1.181288e-01
Gene_2139	chr11	90100927	777.8	0.0034	5.600398e-02	1.000000e+00
Gene_1570	chr6	24571211	19.4	-0.6975	2.952246e-02	4.493171e-01
Gene_7774	chr1	102082081	104.0	3.7694	3.594346e-04	1.000000e+00
Gene_2558	chr6	69847524	206.6	-0.1004	3.899053e-03	1.000000e+00
Gene_5646	chr3	435644	3.0	-0.2135	1.924508e-01	1.000000e+00
Gene_6512	chr17	42083058	816.5	-0.67	2.402991e-02	1.000000e+00
Gene_5391	chr3	148386660	4.2	-0.0922	1.319782e-01	2.030196e-01
Gene_5276	chr16	70416273	160.9	0.0935	1.654007e-01	1.170182e-01
Gene_5510	chr8	27280810	45.9	-0.4606	1.792014e-02	9.485415e-02
Gene_3936	chr2	151006902	3.3	-0.0828	8.188879e-02	4.536362e-04
Gene_4358	chr3	197974864	138.2	0.1903	1.328367e-02	1.000000e+00
Gene_3884	chr5	50498453	70.3	-0.0556	3.279474e-02	1.000000e+00
Gene_3197	chr10	96772867	13.3	0.3188	4.285311e-01	8.985163e-02
Gene_5300	chr11	46221149	23.7	-0.0761	1.008614e-02	1.000000e+00
Gene_1550	chr15	609004	143.7	-0.1929	3.123454e-01	3.897525e-02
Gene_6004	chr3	192520143	730.4	-0.5754	7.004280e-02	1.000000e+00
Gene_3818	chr11	36856210	12.8	-0.0126	5.100965e-03	1.000000e+00
Gene_4392	chr5	83698266	1099.1	-0.24	7.413496e-02	1.000000e+00
Gene_6377	chr6	14521727	20.4	0.4734	1.463084e-01	1.711301e-02
Gene_6848	chr17	2845930	36.2	0.0132	4.497158e-02	1.000000e+00
Gene_5818	chr12	100049441	1326.2	0.0864	2.513921e-01	1.000000e+00
Gene_4573	chr1	219046789	509.2	-0.0334	1.228214e-01	1.503762e-01
Gene_1939	chr1	71278760	169.3	0.2404	4.634297e-02	1.820390e-02
Gene_4943	chr8	32424049	468.7	-0.1425	9.190862e-03	1.217391e-01
Gene_6969	chr4	129631156	320.8	-0.1635	1.569013e-02	7.736720e-01
Gene_7995	chr13	65505628	81.5	-4.1641	2.120550e-04	7.442287e-02
Gene_1765	chr10	21057641	682.7	-0.1606	8.378471e-03	1.526486e-01
Gene_0007	chr1	74737965	22.3	0.1181	2.687552e-03	9.475862e-03
Gene_6282	chr10	43054331	224.8	0.2515	2.539979e-03	1.000000e+00
Gene_4197	chr2	196292952	3.6	-0.3811	4.364888e-05	2.152070e-01
Gene_3900	chr21	11209940	6.6	0.3353	7.650729e-03	1.000000e+00
Gene_6120	chr16	85854143	272.9	-0.1826	1.891757e-01	1.000000e+00
Gene_0668	chr2	39488732	1414.1	-0.2509	2.270337e-02	1.000000e+00
Gene_6328	chr4	144463937	41.4	0.0002	2.750355e-02	1.000000e+00
Gene_6309	chr2	7897688	89.6	-0.2237	6.986195e-02	6.016587e-04
Gene_5967	chr4	41105009	195.9	0.2734	7.818362e-03	6.096478e-01
Gene_6399	chr4	140823869	713.8	0.0426	1.598294e-02	1.000000e+00
Gene_3124	chr10	132661878	1236.0	0.4743	1.123736e-02	1.818240e-01
Gene_1301	chr10	84306210	1535.2	0.2208	8.841396e-02	6.530786e-01
Gene_1230	chr7	47461457	1037.7	0.0582	2.599024e-03	1.000000e+00
Gene_4511	chr14	10491594	2.5	0.4474	9.318995e-02	1.000000e+00
Gene_5179	chr18	75358017	449.1	0.0061	3.143507e-02	2.727286e-01
Gene_0128	chr14	93207167	98.4	0.3628	5.559274e-02	1.000000e+00
Gene_5009	chrX	152694164	262.4	-0.2794	2.284148e-02	2.440000e-01
Gene_4570	chr8	69029696	226.5	-0.1664	4.770557e-02	5.356505e-01
Gene_0146	chr11	99259556	4854.1	-0.0417	8.657143e-05	1.000000e+00
Gene_4847	chr12	28265427	1230.6	0.0108	4.639552e-01	9.378886e-02
Gene_0900	chr7	41067750	24.6	0.1567	1.526502e-01	1.419933e-03
Gene_0831	chr18	22900905	7.5	0.0476	6.187383e-02	1.000000e+00
Gene_1977	chr8	82663728	691.9	-0.3097	7.877002e-04	8.054241e-02
Gene_3524	chr11	88950260	520.4	0.0732	2.952799e-01	4.450845e-01
Gene_3915	chr10	35026035	125.5	-0.2535	6.156063e-02	6.425393e-01
Gene_3469	chr1	180421119	364.7	-0.3493	1.487986e-02	1.334088e-01
Gene_6351	chr9	108311570	49.1	0.1994	2.247130e-02	6.846577e-03
Gene_6487	chr9	14085171	5032.9	0.084	5.326492e-01	1.000000e+00
Gene_1137	chr6	68105135	3117.8	0.0342	2.748944e-03	3.000935e-04
Gene_5265	chr22	27088586	2.4	-0.0186	7.893568e-02	1.000000e+00
Gene_3011	chr2	45218749	7057.3	0.1867	1.113183e-01	4.415666e-03
Gene_6957	chr9	67943040	131.1	0.2818	8.009135e-02	8.464487e-01
Gene_1769	chr4	97685366	818.3	-0.1135	6.420031e-04	1.513163e-02
Gene_7738	chr8	58365893	362.7	2.4954	2.634037e-04	1.000000e+00
Gene_6086	chr20	36853713	106.6	-0.3307	1.030673e-02	1.000000e+00
Gene_5838	chr12	82597388	153.4	-0.0449	2.115364e-02	1.000000e+00
Gene_0692	chr16	44107766	94.5	0.3231	1.964884e-01	1.000000e+00
Gene_5415	chr9	15229786	770.4	0.4114	1.355215e-01	1.000000e+00
Gene_4862	chr18	16578888	35.2	-0.6891	6.684217e-02	1.000000e+00
Gene_4740	chr18	36183912	71.7	0.1456	3.918416e-02	1.000000e+00
Gene_2657	chr7	90897917	158.7	0.2961	2.954421e-02	1.000000e+00
Gene_1589	chr15	35209876	1046.0	-0.2093	4.219759e-02	1.000000e+00
Gene_7628	chr1	25519640	23.2	-3.9166	6.450590e-04	6.156540e-04
Gene_1028	chr15	92730812	4331.6	0.2701	1.691940e-02	6.239822e-01
Gene_2413	chr18	20103471	2932.8	0.0493	4.642100e-02	1.000000e+00
Gene_0966	chr6	144332813	236.5	0.371	4.419150e-02	1.261671e-02
Gene_1723	chr5	65639474	2310.0	-0.1782	2.213354e-01	3.394043e-01
Gene_7715	chr10	99724565	1104.0	3.1673	6.943597e-04	1.000000e+00
Gene_0048	chr12	101557327	112.2	-0.0074	4.677345e-03	1.000000e+00
Gene_0269	chr8	143529216	674.6	-0.2852	5.249573e-02	3.131232e-03
Gene_6666	chr7	98629410	220.5	0.5357	1.949342e-03	1.000000e+00
Gene_5474	chr3	146732592	2.0	0.3943	3.186592e-01	1.000000e+00
Gene_6949	chr6	127168064	225.6	0.0098	1.980658e-01	8.630505e-03
Gene_4243	chr11	29920205	419.8	0.3479	5.596984e-05	2.375125e-01
Gene_2404	chr19	51607070	9.9	-0.2201	2.460265e-03	1.000000e+00
Gene_3572	chr9	105224592	66.7	0.5497	6.627535e-02	4.271647e-01
Gene_3057	chr3	63622158	33.1	-0.0751	3.806061e-04	7.774268e-01
Gene_7787	chr6	60574572	3647.5	-3.9557	4.517969e-04	1.272223e-02
Gene_4566	chr10	40544256	271.4	0.2604	1.610091e-02	1.000000e+00
Gene_4824	chr15	65825555	18.5	0.8028	8.838315e-04	3.945024e-01
Gene_4741	chr6	77760051	24.8	0.069	4.647871e-02	1.000000e+00
Gene_4357	chr16	76268018	1845.2	-0.0211	9.765160e-02	1.000000e+00
Gene_3435	chr3	162291649	20379.7	0.257	3.369151e-02	6.543406e-01
Gene_1909	chrX	19217559	1949.8	-0.0151	4.093186e-02	5.671271e-01
Gene_4457	chr15	26793201	1004.4	0.4154	5.593099e-04	1.000000e+00
Gene_1834	chr3	4841713	4.8	-0.3222	1.581015e-01	4.447784e-04
Gene_1590	chr3	117053617	424.2	-0.2061	2.249565e-01	1.148205e-02
Gene_1827	chr6	128546280	410.8	0.1729	1.571285e-01	1.000000e+00
Gene_0182	chr1	137055418	130.9	0.0058	1.039468e-01	1.000000e+00
Gene_1481	chr11	1405314	38.3	-0.1628	1.541908e-01	1.548293e-01
Gene_1908	chr1	73068282	8.6	0.2761	6.169046e-03	1.000000e+00
Gene_2769	chr12	125639590	358.0	-0.1184	1.834187e-01	1.469019e-01
Gene_3189	chr2	181633963	1335.6	0.3288	1.478448e-02	8.767100e-01
Gene_6539	chr2	145153687	12068.4	-0.0627	9.473183e-03	1.000000e+00
Gene_7103	chr4	132389398	51.1	0.0426	7.686202e-04	8.127215e-01
Gene_3563	chr14	69347140	340.7	-0.1154	1.163929e-01	6.742537e-01
Gene_1220	chr1	31168630	65.7	-0.0658	5.023835e-03	1.000000e+00
Gene_5056	chr2	218997129	25.2	0.7656	9.534736e-02	1.000000e+00
Gene_3567	chr9	32872214	52.6	0.1995	2.575172e-02	1.000000e+00
Gene_4013	chr5	146357796	399.6	0.7749	2.701009e-02	4.525927e-01
Gene_6213	chr14	60168011	196.0	0.5128	7.576059e-03	6.809073e-01
Gene_1695	chr4	109973499	257.4	0.3184	2.838842e-01	1.000000e+00
Gene_0037	chr12	7960136	7.6	0.4304	1.060821e-01	1.886170e-03
Gene_6280	chr5	134493745	1260.4	-0.2666	1.092987e-06	4.285813e-01
Gene_6577	chr9	46746467	490.7	-0.0551	1.183973e-01	1.000000e+00
Gene_2353	chr5	75591649	56.0	0.7065	5.168062e-02	1.000000e+00
Gene_4263	chr9	1516661	635.2	-0.0631	6.264790e-01	3.008035e-01
Gene_3872	chr11	131357557	1645.2	-0.4485	1.270903e-01	1.163911e-01
Gene_0710	chr19	5635500	7.1	0.5415	2.425934e-02	4.227042e-01
Gene_4679	chr9	128124735	127.5	-0.5662	1.633924e-01	5.754170e-03
Gene_1529	chr8	78508637	28.5	0.0177	6.014723e-02	1.000000e+00
Gene_7108	chr2	181850343	1798.5	0.1252	2.171044e-01	1.000000e+00
Gene_5256	chr2	227331945	134.0	-0.2957	5.876590e-02	1.000000e+00
Gene_3493	chrY	25825655	6.9	0.0771	1.681314e-01	8.047430e-01
Gene_5402	chr11	79591882	578.4	-0.1275	4.146803e-02	4.402979e-02
Gene_7240	chr2	62678714	30.2	-0.1415	2.080576e-02	1.000000e+00
Gene_7783	chr7	70208400	13.8	-2.784	3.672207e-04	1.000000e+00
Gene_0219	chr7	28565753	5663.3	-0.1457	8.453009e-02	7.404969e-01
Gene_6516	chr3	19772959	177.8	0.0881	1.792775e-03	1.332303e-01
Gene_0960	chr2	155704171	2291.1	-0.0947	6.907885e-04	5.038268e-01
Gene_5427	chr2	46054776	1058.5	-0.1623	1.142567e-01	1.000000e+00
Gene_5491	chr15	878270	2557.3	-0.1129	3.003583e-01	7.568517e-03
Gene_6553	chr17	4016285	17.4	-0.2053	4.378271e-02	1.000000e+00
Gene_1489	chr18	50662661	2784.6	-0.4143	6.606844e-02	4.067729e-02
Gene_6939	chr7	68936881	6.8	0.1804	1.032591e-01	1.000000e+00
Gene_7179	chr11	64569008	1553.3	-0.1306	8.336361e-04	1.000000e+00
Gene_5052	chrX	60093601	564.7	0.2927	1.120714e-02	1.000000e+00
Gene_7352	chr11	126243550	87.7	-0.0584	4.664561e-02	1.000000e+00
Gene_4308	chr14	82879221	7.7	0.181	8.253610e-02	1.693157e-01
Gene_5826	chr6	115621333	70.9	-0.2232	1.552310e-01	7.879531e-01
Gene_7900	chr5	19295240	40.8	-2.9313	1.767872e-04	2.928831e-01
Gene_7879	chr1	227618578	143.2	5.7502	4.518143e-05	2.663244e-01
Gene_2516	chr11	125983646	27.8	0.1065	7.179142e-02	1.000000e+00
Gene_2621	chr6	103843914	1318.3	0.1604	1.009247e-01	1.000000e+00
Gene_1164	chr13	102360238	338.6	0.2682	1.509240e-02	4.272583e-01
Gene_7764	chrX	85962460	55.7	-2.3212	8.679887e-04	6.864206e-01
Gene_0414	chr2	194801598	46.6	0.257	4.905374e-02	1.000000e+00
Gene_2246	chrY	23996810	35.3	-0.6529	4.931034e-01	1.000000e+00
Gene_2938	chr1	89529623	5212.5	0.0076	4.983223e-02	8.467125e-01
Gene_5047	chr21	5695266	54.2	0.1119	1.635694e-02	2.675820e-01
Gene_5223	chr4	17969766	17.5	0.1671	2.869926e-01	7.860175e-02
Gene_7061	chr7	29429076	234.6	-0.4232	7.126806e-02	4.508576e-01
Gene_0533	chr21	7059560	76.7	0.2065	1.502409e-01	1.000000e+00
Gene_1104	chr13	36120869	26.3	0.0346	1.151635e-03	9.052170e-01
Gene_4538	chr3	170650398	16.5	0.0443	1.249495e-01	1.000000e+00
Gene_2535	chr12	17413789	198.5	-0.0324	7.278253e-02	1.000000e+00
Gene_4253	chr11	37638829	104.1	0.1818	3.161181e-03	4.496122e-01
Gene_4685	chr12	48057169	1262.3	-0.1871	2.686061e-04	6.529450e-01
Gene_5789	chr10	98710553	148.1	0.2807	1.429032e-02	9.919708e-04
Gene_6258	chr2	216417342	66.3	-0.248	4.875118e-01	1.000000e+00
Gene_5545	chrX	37640005	1092.1	-0.1055	1.195270e-02	6.371343e-01
Gene_0253	chr18	71274531	438.0	0.2339	6.066094e-02	3.756153e-02
Gene_7072	chr11	81102343	102.1	-0.1667	1.772607e-02	6.312296e-03
Gene_3904	chr2	173830075	95.1	-0.1106	3.476446e-02	7.228924e-01
Gene_0261	chr10	72989464	325.9	-0.1627	2.479642e-01	1.000000e+00
Gene_2498	chr11	106913897	87.6	-0.5442	1.109619e-02	8.629422e-01
Gene_1671	chr13	10259551	20.3	0.3136	2.202968e-01	1.878052e-01
Gene_7134	chr1	136029721	31.4	-0.2172	1.689716e-01	1.000000e+00
Gene_4890	chr4	61505240	1671.9	0.0347	4.350681e-02	1.000000e+00
Gene_4530	chr10	20130538	649.4	0.317	2.854827e-02	2.887384e-02
Gene_5624	chr7	118923501	323.6	0.5644	1.055089e-01	1.000000e+00
Gene_1072	chr3	122457274	11552.9	0.0388	1.248935e-01	1.054315e-01
Gene_5309	chr18	28666146	1075.0	0.3034	4.619697e-01	1.231601e-03
Gene_2457	chr7	90971668	286.3	0.256	1.689609e-03	1.000000e+00
Gene_1326	chr2	135169128	806.7	-0.0893	1.280397e-01	4.723881e-01
Gene_2301	chr18	18919214	126.3	0.0647	1.964562e-03	2.686804e-01
Gene_4841	chr10	27281202	212.6	0.3141	2.004994e-04	1.000000e+00
Gene_0982	chr13	113160947	8.2	0.3311	3.086989e-01	1.000000e+00
Gene_7841	chr1	138926771	52.0	4.0619	9.600277e-04	1.332679e-02
Gene_3094	chr8	43131078	124.1	-0.7749	2.301606e-01	1.279076e-02
Gene_1638	chr11	84986701	386.4	-0.3601	3.458344e-02	4.898299e-02
Gene_6649	chr7	67168654	32.8	-0.1627	5.889522e-02	7.956970e-03
Gene_0231	chr1	153456842	116.3	0.3713	1.595047e-04	6.746645e-02
Gene_7391	chr10	58703248	53.5	-0.0482	1.630055e-01	2.703867e-01
Gene_7793	chr4	97358295	1975.3	3.4764	9.500837e-05	1.000000e+00
Gene_6947	chr6	62609171	91.7	0.101	2.678587e-03	6.202376e-01
Gene_5161	chr20	49387520	6.1	0.3217	1.631859e-01	1.000000e+00
Gene_5339	chr1	226195378	35.5	-0.0673	5.223136e-02	3.190001e-02
Gene_1501	chr21	30976312	50.8	0.4018	2.287278e-01	1.210814e-01
Gene_6446	chr11	82347141	1497.2	-0.094	2.759674e-01	1.000000e+00
Gene_1906	chr4	2896696	265.0	0.0732	1.298683e-03	6.629671e-01
Gene_0875	chr3	132906985	4.5	0.1107	2.333572e-01	1.000000e+00
Gene_0461	chr11	45209052	893.1	0.2109	5.122841e-04	1.135818e-01
Gene_5740	chr10	116439998	50.8	-0.2096	6.443326e-03	5.075241e-01
Gene_1421	chr7	37541771	1617.4	0.1719	5.179889e-02	5.698277e-01
Gene_5772	chr17	76210814	36.2	0.204	3.064544e-01	8.993918e-01
Gene_3625	chr14	37358812	759.5	-0.0518	4.888530e-02	3.622059e-01
Gene_2149	chr7	127168146	118.9	-0.381	1.394601e-01	1.000000e+00
Gene_4474	chr18	79019127	890.5	-0.2234	8.303642e-02	1.000000e+00
Gene_7382	chr5	70076294	37.4	0.2839	6.537234e-03	4.718573e-02
Gene_2786	chr15	33905345	287.5	-0.1951	4.881088e-04	3.997153e-01
Gene_3373	chr11	72826074	15.9	-0.3149	1.576204e-02	1.000000e+00
Gene_1783	chr5	10999720	102.1	0.3312	8.512568e-02	1.000000e+00
Gene_0471	chr5	106644674	6059.4	-0.0136	1.468023e-02	1.000000e+00
Gene_7855	chr5	130098852	1060.3	2.4513	7.649240e-04	1.000000e+00
Gene_5985	chr4	122083975	530.3	0.0993	2.768233e-02	1.000000e+00
Gene_3972	chr5	135107641	750.8	0.3699	1.798177e-03	1.807437e-01
Gene_1836	chr19	31292295	17.4	-0.1583	3.390008e-01	1.000000e+00
Gene_4321	chr3	118173955	275.2	-0.2748	4.038343e-02	3.896343e-01
Gene_2835	chr2	206313801	24.7	0.0034	1.898918e-01	1.569646e-02
Gene_5405	chr9	18985882	12.0	0.1306	4.763192e-02	3.994554e-02
Gene_4121	chr3	196300705	107.8	-0.2621	1.099001e-03	1.254682e-02
Gene_2348	chr1	164040260	74470.3	-0.011	2.413228e-02	6.964977e-01
Gene_7460	chr7	36180619	23.7	-0.2302	1.440210e-01	1.173641e-02
Gene_6253	chrX	37254051	1.3	0.1093	4.029593e-02	7.184889e-01
Gene_0529	chr4	10025397	71.8	0.2491	8.223657e-02	1.000000e+00
Gene_7752	chr11	92940211	314.8	-2.1897	9.063575e-04	8.266970e-01
Gene_2154	chr20	53380149	84.3	0.103	8.597353e-03	5.986140e-01
Gene_2588	chr8	38083533	658.2	-0.1813	1.441556e-03	5.974452e-03
Gene_7365	chr2	171145707	249.9	0.0865	6.344573e-04	1.000000e+00
Gene_7269	chr18	39061653	3903.9	-0.1676	8.918864e-02	1.000000e+00
Gene_0837	chr6	158036472	40.7	-0.097	5.924077e-02	8.032280e-01
Gene_4775	chr3	91932079	38.9	0.1313	3.003574e-04	1.022987e-02
Gene_5332	chr10	118028675	714.3	0.3416	2.469815e-01	1.132046e-01
Gene_5640	chr5	134146999	84.4	0.2836	9.269154e-02	1.731978e-01
Gene_0950	chr10	128764691	364.7	0.8457	1.170291e-01	5.625099e-01
Gene_0508	chr1	230256615	5331.7	0.5361	3.050677e-01	9.201269e-01
Gene_1980	chr7	5034972	266.7	0.7288	2.491635e-02	2.085321e-01
Gene_3455	chr9	127080381	30.7	-0.2964	5.216335e-02	1.000000e+00
Gene_5862	chr11	93419507	55.6	-0.0502	8.722824e-02	7.993170e-01
Gene_1437	chr3	148267200	28.5	0.4394	1.179225e-03	8.877851e-02
Gene_0391	chr13	99343079	94.0	0.3675	1.460759e-03	3.054976e-01
Gene_0245	chr8	17729611	261.4	0.4722	2.716912e-01	5.756123e-02
Gene_6657	chr3	96019230	16.8	-0.0265	1.368808e-01	2.126129e-01
Gene_0570	chr1	238077300	4.0	-0.0748	6.621042e-03	1.653215e-02
Gene_5045	chr9	8230363	301.0	0.47	1.606956e-01	2.586955e-01
Gene_4670	chr7	94805261	113.6	-0.2878	1.693885e-03	1.000000e+00
Gene_0239	chr14	80973429	33.4	0.4064	2.967886e-02	1.000000e+00
Gene_1331	chr4	58308777	578.2	-0.441	1.320217e-01	1.000000e+00
Gene_3669	chr6	116769187	1058.2	0.4251	5.834817e-02	1.000000e+00
Gene_2274	chr3	26617362	2.2	-0.1096	6.936001e-03	1.000000e+00
Gene_4834	chr7	105929737	113.9	-0.2047	1.483660e-02	3.548925e-01
Gene_0637	chr5	126637215	1146.4	0.1952	1.798110e-01	4.303128e-02
Gene_4752	chr11	22799373	395.2	-0.5867	1.132403e-03	1.000000e+00
Gene_4039	chr12	9118304	932.6	-0.4006	3.119651e-02	3.664354e-01
Gene_7955	chr18	15912096	22.3	-4.676	4.282611e-04	1.000000e+00
Gene_0636	chr8	42659737	216.6	-0.3324	2.363920e-02	1.810608e-01
Gene_5579	chr8	25451323	520.3	0.0135	1.788968e-01	1.000000e+00
Gene_6994	chr18	936835	224.5	0.0703	2.063505e-01	1.000000e+00
Gene_0638	chr21	20453641	168.1	0.0626	2.603011e-01	1.647223e-01
Gene_6606	chr14	3480031	102.2	-0.0248	2.457107e-02	9.488018e-01
Gene_0220	chr15	53380207	11.3	0.2799	7.574939e-02	8.741491e-03
Gene_5934	chr22	4909335	46.8	-0.1244	5.496506e-02	1.000000e+00
Gene_7743	chr1	22220162	54.7	3.8255	4.376072e-04	6.404809e-01
Gene_5755	chr11	110162333	52.4	-0.017	4.783135e-02	4.228857e-01
Gene_7476	chr12	86246613	63.5	0.3239	5.245361e-01	5.841807e-01
Gene_1546	chr3	13606498	1724.2	0.3708	1.471174e-01	4.713770e-02
Gene_5368	chr17	52354250	869.9	0.1191	5.447539e-02	1.000000e+00
Gene_5255	chr12	93755030	764.7	0.156	5.662990e-02	2.723109e-01
Gene_5892	chr1	45849206	73.4	0.0773	6.789879e-02	1.000000e+00
Gene_6580	chr16	23821609	1242.6	-0.6815	3.342568e-01	1.372254e-03
Gene_2148	chr10	110784873	253.2	-0.317	2.490344e-02	7.215790e-01
Gene_1206	chr6	117298554	85.2	0.3798	8.319867e-03	1.070658e-01
Gene_4467	chr7	118668904	25.6	0.1231	4.110153e-04	1.000000e+00
Gene_7916	chr16	60500396	26.4	-3.8941	8.675555e-04	1.000000e+00
Gene_6619	chr1	1710526	3636.4	0.2534	2.267504e-01	5.379566e-01
Gene_6089	chr12	74406746	3310.2	-0.2721	8.451480e-02	3.648139e-02
Gene_3787	chr12	47956030	78.5	0.2412	2.152323e-02	1.000000e+00
Gene_2054	chr1	195766505	5.7	-0.3186	3.725710e-01	8.252565e-03
Gene_3273	chrX	51434684	14.6	0.2233	2.079931e-01	4.948486e-02
Gene_7157	chr5	89092448	841.0	-0.0689	9.635400e-02	5.791022e-01
Gene_5627	chr8	55400356	868.7	-0.0725	2.008544e-01	4.706742e-01
Gene_4801	chr3	107806059	157.9	-0.2916	7.913178e-03	1.000000e+00
Gene_1498	chr1	243819795	9716.1	0.5046	4.219391e-02	6.406319e-01
Gene_1557	chr8	12257043	136.0	-0.5939	9.011064e-02	1.693191e-01
Gene_6430	chr5	108384479	893.2	0.0619	3.058521e-03	2.441432e-01
Gene_2116	chr4	108100246	0.9	0.4673	9.112998e-02	1.007487e-01
Gene_6103	chr2	48638539	234.5	0.0756	2.538903e-01	3.612263e-01
Gene_5988	chr1	122192690	11.2	-0.4252	5.199124e-02	6.404992e-01
Gene_0398	chrX	145273090	36.0	-0.0917	4.746896e-04	6.200695e-01
Gene_5445	chr1	36516660	17.6	0.1358	4.058649e-01	4.010175e-03
Gene_3396	chrX	112934129	180.3	-0.1458	2.516346e-01	1.000000e+00
Gene_0198	chr2	229824255	3131.6	0.0371	4.255689e-03	1.000000e+00
Gene_4947	chr3	71043012	981.4	-0.0071	3.722051e-02	1.000000e+00
Gene_6059	chr17	74281771	4397.8	0.4709	2.783757e-01	7.050431e-01
Gene_2757	chr7	105020749	57.0	-0.0771	1.149514e-04	1.000000e+00
Gene_3870	chr18	49798119	8879.0	-0.1548	1.157081e-01	1.000000e+00
Gene_2006	chr14	104566156	749.3	-0.2492	7.097860e-03	6.835608e-01
Gene_2248	chrY	12555030	26.9	-0.1764	6.144248e-02	9.870380e-02
Gene_1885	chr14	98936710	1166.2	0.3624	1.306704e-01	2.497003e-03
Gene_4021	chr11	40940522	169.8	0.0881	1.948072e-02	1.660807e-03
Gene_6442	chr9	73373115	571.7	0.4673	1.278871e-02	1.630349e-01
Gene_0423	chr15	42996927	333.4	-0.2341	1.810954e-01	6.586691e-03
Gene_0477	chr11	11285879	2.8	-0.3172	5.715163e-04	1.000000e+00
